"pid","brand","season","category","subcategory","subsubcategory","numeric_size","count_size","price","total_sold","total_returned","offline_sales","offline_return","online_sales","online_return","online_percentage","unique_channel_count","SR","SO","introduction_time","introduction_season","first_return","return_rate","yearly_return_rate"
"ab8e815df7d79b0","CloudNine","Summer","Footwear","Adult","Walkers",1,7,61.554,4,2,0,0,4,-2,1,1,4,1,0.0602739726027397,0,0.0301369863013699,0.5,0.163461538461538
"0c12edec5607df8","LakeStyles","Summer","High-End Items","End Items","Walkers",1,6,56.402,15,5,0,0,15,-5,1,1,4,1,0.010958904109589,0,0.00547945205479452,0.333333333333333,0.232558139534884
"9fbbb52ab1ae8a4","FuelThreads","Winter","Trousers","Adult","Blue Threads",1,16,61.978,2,0,2,0,0,0,0,1,5,0,0.506849315068493,2,0,0,0
"7463f7bc9fe5a8d","DocMan","Summer","Outerwear","Adult","Light Outer",1,4,71.28,2,0,2,0,0,0,0,1,5,0,0.167123287671233,1,0,0,0.4
"9654587515a9c01","MoonWear","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,55.26,1,0,0,0,1,0,1,1,5,1,0.00547945205479452,0,0,0,0.0810810810810811
"10272528285a0fa","FrontlineStyles","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,52.574,9,0,9,0,0,0,0,7,5,0,0.315068493150685,1,0,0,0.0327868852459016
"06950d636d19cd5","CanvasCraft","Winter","Sweaters","Adult","High-Neck",0,4,55.255,7,0,6,0,1,0,0.142857142857143,7,5,2,0.802739726027397,2,0,0,0.0526315789473684
"b684feeab3d4994","PeakStyles","Winter","Button-Ups","Adult","Business Long-Sleeve",1,7,52.576,14,0,13,0,1,0,0.0714285714285714,6,5,2,0.594520547945205,2,0,0,0.0714285714285714
"5e832b3575552ee","DocMan","Winter","Sweaters","Adult","Round-Top",0,5,55.258,4,0,3,0,1,0,0.25,4,5,2,0.616438356164384,2,0,0,0.166666666666667
"d413f937e4760fa","BlueRidge","Winter","Sweaters","Adult","Warm Top",0,5,55.254,3,0,0,0,3,0,1,1,5,1,0.638356164383562,2,0,0,0.0625
"651bbf35d88bbc3","FrontlineStyles","Summer","Sweaters","Adult","Seafarer Top",0,5,57.45,3,0,1,0,2,0,0.666666666666667,2,5,2,0.167123287671233,1,0,0,0.142857142857143
"ed23ce5c90e093d","SkyWing","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,50.986,22,0,13,0,9,0,0.409090909090909,11,5,2,0.331506849315069,1,0,0,0.0461538461538462
"22acaa413da97e3","SkyWing","Summer","Trousers","Adult","Blue Threads",1,14,56.404,9,2,0,0,9,-2,1,1,4,1,0.221917808219178,1,0.0273972602739726,0.222222222222222,0.217391304347826
"82420869f24183d","PeakStyles","Winter","Button-Ups","Adult","Business Long-Sleeve",1,7,52.579,3,0,3,0,0,0,0,2,5,0,0.512328767123288,2,0,0,0.0357142857142857
"40bfcc77a310b76","DocMan","Winter","Sweaters","Adult","Round-Top",0,5,55.256,5,1,3,0,2,-1,0.4,4,4,2,0.728767123287671,2,0.0712328767123288,0.2,0.111111111111111
"332c3dc703ad298","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,2,53.985,2,1,0,0,2,-1,1,1,4,1,0.410958904109589,1,0.0410958904109589,0.5,0.5
"ab2f1719b7e364a","SkyWing","Winter","Sweaters","Adult","Round-Top",0,5,57.448,19,0,16,0,3,0,0.157894736842105,12,5,2,0.613698630136986,2,0,0,0.0428571428571429
"82e38a8da5c0c5a","MetroMaven","Winter","Sweaters","Adult","Round-Top",0,4,56.395,3,0,1,0,2,0,0.666666666666667,2,5,2,0.775342465753425,2,0,0,0.142857142857143
"bb311ac97c19a84","SkyWing","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,54.002,39,0,33,0,6,0,0.153846153846154,15,5,2,0.758904109589041,2,0.00547945205479452,0,0.0196078431372549
"33d701c1310ab4e","CanvasCraft","Winter","Trousers","Adult","Lounge Pants",1,1,58.4,1,0,0,0,1,0,1,1,5,1,0.673972602739726,2,0,0,1
"f542b4d1ab6ec7d","DarkHarbor","Winter","Sweaters","Petite","Warm Top",0,6,52.58,43,0,20,0,23,0,0.534883720930233,11,5,2,0.775342465753425,2,0,0,0.0434782608695652
"7118c340264b2b4","SkyWing","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,52.588,17,1,13,0,4,-1,0.235294117647059,7,4,2,0.342465753424658,1,0.0767123287671233,0.0588235294117647,0.0517241379310345
"7219a9b36e02035","MetroMaven","Winter","Footwear","Adult","Walkers",1,5,55.246,8,1,8,-1,0,0,0,6,4,0,0.627397260273973,2,0.00821917808219178,0.125,0.0769230769230769
"3075784a87292c0","OceanSketch Elite","Summer","Outerwear","Petite","Core Warmer",0,6,52.575,4,1,2,0,2,-1,0.5,3,4,2,0.227397260273973,1,0.0356164383561644,0.25,0.190140845070423
"052bf008bef3ec3","ZenithMan","Winter","Tops","Adult","Sporty Short-Sleeve",0,4,55.258,6,1,3,0,3,-1,0.5,2,4,2,0.501369863013699,2,0.0328767123287671,0.166666666666667,0.166666666666667
"e342f3bfa54b32f","MoonWear","Winter","Blazers","Adult","Mixable Jacket",1,5,68.04,19,1,19,-1,0,0,0,6,4,0,0.632876712328767,2,0.0438356164383562,0.0526315789473684,0.03125
"09e4ab948b2ecd7","BlueRiver Co.","Summer","Formal Attire","Petite","Formal Set",1,6,74.57,17,5,0,0,17,-5,1,1,4,1,0.00273972602739726,0,0.0219178082191781,0.294117647058824,0.231578947368421
"f796e835788dac4","SpeedThreads","Winter","Outerwear","Adult","Puff Jacket",1,5,71.9,2,0,2,0,0,0,0,1,5,0,0.726027397260274,2,0,0,0
"5e41a55787a76e3","LunarLuxe","Winter","Tops","Adult","Sporty Short-Sleeve",0,5,52.578,34,1,25,0,9,-1,0.264705882352941,9,4,2,0.386301369863014,1,0.0520547945205479,0.0294117647058824,0.0675675675675676
"4ef7347fbfe75f2","MoonWear","Winter","Sweaters","Adult","Round-Top",0,3,59.3,2,0,2,0,0,0,0,2,5,0,0.515068493150685,2,0,0,0
"3d8ae7cf5a9dd0c","OldVine Styles","Winter","Outerwear","Petite","Puff Jacket",0,5,62.312,4,0,0,0,4,0,1,1,5,1,0.665753424657534,2,0,0,0.037037037037037
"a3f73dbf1eb90ad","BuilderStyles","Summer","Trousers","Adult","Lounge Pants",1,5,63.578,3,0,3,0,0,0,0,2,5,0,0.232876712328767,1,0,0,0.4375
"d756343a10b8b50","ZenithMan","Winter","Sweaters","Adult","Plunge Top",0,5,57.448,8,0,5,0,3,0,0.375,3,5,2,0.70958904109589,2,0,0,0.0714285714285714
"538baadd821a19a","AzureWorks","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",1,7,55.251,6,0,6,0,0,0,0,4,5,0,0.175342465753425,1,0,0,0.0602409638554217
"6295946f78c48c6","PineAndFern","Winter","Sweaters","Adult","Hood Top",0,2,53.99,2,0,0,0,2,0,1,1,5,1,0.389041095890411,1,0,0,0
"e5697bce8c078ac","SkyWing","Winter","Sweaters","Adult","Waist Wrap",0,5,59.3,56,1,48,0,8,-1,0.142857142857143,15,4,2,0.70958904109589,2,0.073972602739726,0.0178571428571429,0.0465116279069767
"bfdaba3f701d566","SnowPeak","Winter","Outerwear","Adult","Cold Shield",0,4,78.6,3,0,3,0,0,0,0,2,5,0,0.76986301369863,2,0,0,0
"fdcf39252867c65","PlaidCrafters","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,4,58.415,1,0,1,0,0,0,0,1,5,0,0.29041095890411,1,0,0,0.411764705882353
"92af7b29ece8e90","DocMan","Winter","Miscellaneous","Adult","Tie-Up",1,1,46.95,2,0,2,0,0,0,0,1,5,0,0.76986301369863,2,0,0,0
"254dcc7c66bd918","DocMan","Winter","Tops","Adult","Sporty Long-Sleeve",0,5,57.448,12,0,11,0,1,0,0.0833333333333333,5,5,2,0.665753424657534,2,0,0,0.0789473684210526
"e2fb9d1c81a214d","SkyWing","Summer","Trousers","Adult","Island Shorts",1,11,52.589,58,2,46,-1,12,-1,0.206896551724138,16,4,2,0.364383561643836,1,0.0575342465753425,0.0344827586206897,0.0735294117647059
"f23d8d446799420","OceanSketch Elite","Winter","Button-Ups","Petite","Hip Long-Sleeve",0,5,50.976,55,0,40,0,15,0,0.272727272727273,12,5,2,0.589041095890411,2,0,0,0.0830564784053156
"12a0d3179e53f35","GeoStyles","Winter","Footwear","Adult","High-Cuts",1,6,63.577,11,1,7,0,4,-1,0.363636363636364,7,4,2,0.756164383561644,2,0.0356164383561644,0.0909090909090909,0.0882352941176471
"2b560c84129554f","LunarLuxe","Summer","Footwear","Adult","Walkers",1,5,63.52,2,0,1,0,1,0,0.5,2,5,2,0.145205479452055,0,0,0,0.25
"f91d0eae6303421","MeadowMaster","Summer","Tops","Adult","Quick-Sleeve Top",0,4,50.807,10,2,2,0,8,-2,0.8,3,4,2,0.131506849315068,0,0.0602739726027397,0.2,0.212765957446809
"f0939ab6c528a13","VisionMakers","Winter","High-End Items","End Items","Round-Top",1,4,64.992,1,0,1,0,0,0,0,1,5,0,0.854794520547945,3,0,0,0
"7d0a9492af9576c","others","Summer","Trousers","Adult","Business Bottoms",0,1,52.58,5,0,5,0,0,0,0,1,5,0,0.915068493150685,3,0,0,0
"160395dc2f79be3","AzureWorks","Summer","Trousers","Adult","Mini Pants",1,5,53.988,2,0,2,0,0,0,0,2,5,0,0.246575342465753,1,0,0,0.0869565217391304
"d5590b623deb4ac","MetalMold","Summer","Tops","Adult","Quick-Sleeve Top",0,3,46.94,3,0,0,0,3,0,1,1,5,1,0.383561643835616,1,0,0,0.428571428571429
"725f98f5a0012b2","BlueRiver Co.","Summer","Miscellaneous","Petite","Tie-Up",1,1,50.96,2,0,2,0,0,0,0,2,5,0,0.175342465753425,1,0,0,0.0588235294117647
"ed3642bc6674812","DocMan","Winter","Button-Ups","Adult","Double Layer",0,5,62.312,3,0,3,0,0,0,0,3,5,0,0.657534246575342,2,0,0,0.185185185185185
"2abff99a6cd2b8f","MetalMold","Summer","Tops","Adult","Quick-Sleeve Top",0,3,45.673,1,0,0,0,1,0,1,1,5,1,0.383561643835616,1,0,0,0.4
"47ca02ec1641f9a","EchoStyles","Winter","Sweaters","Adult","Round-Top",0,4,62.25,1,0,0,0,1,0,1,1,5,1,0.764383561643836,2,0,0,0
"19660be58bb15ca","UrbanAce","Winter","Tops","Adult","Quick-Sleeve Top",0,4,50.987,3,1,0,0,3,-1,1,1,4,1,0.408219178082192,1,0.063013698630137,0.333333333333333,0.176470588235294
"95ef64ed2c770d6","MoonWear","Winter","Trousers","Adult","Lounge Pants",1,6,59.295,4,2,0,0,4,-2,1,1,4,1,0.00547945205479452,0,0.0465753424657534,0.5,0.0975609756097561
"a0a46346d8ed2ee","CanvasCraft","Summer","Trousers","Adult","Mini Pants",1,1,51.8,1,0,0,0,1,0,1,1,5,1,0.449315068493151,1,0,0,0
"4eca2fe68ea25bb","CanvasCraft","Summer","Outerwear","Adult","Light Outer",1,1,64.73,1,0,0,0,1,0,1,1,5,1,0.323287671232877,1,0,0,0
"a7115993451cda6","DocMan","Summer","Button-Ups","Adult","Business Long-Sleeve",1,8,53.992,11,0,7,0,4,0,0.363636363636364,7,5,2,0.147945205479452,0,0,0,0.102040816326531
"92dab6c041787ec","MetroMaven","Winter","Tops","Adult","Sporty Long-Sleeve",0,4,53.975,24,1,22,-1,2,0,0.0833333333333333,13,4,2,0.750684931506849,2,0.0547945205479452,0.0416666666666667,0.106060606060606
"ac0bed470bf9844","DocMan","Winter","Button-Ups","Adult","Business Long-Sleeve",1,1,52.58,1,0,0,0,1,0,1,1,5,1,0.764383561643836,2,0,0,0
"28926b600deb8c8","CanvasCraft","Winter","Sweaters","Adult","Waist Wrap",0,1,63.58,1,0,0,0,1,0,1,1,5,1,0.780821917808219,2,0,0,0
"7aa6fbc69483db5","SkyWing","Summer","Trousers","Adult","Island Shorts",1,4,52.585,1,0,0,0,1,0,1,1,5,1,0.287671232876712,1,0,0,0.2
"2ff3ae12049c532","ZenithMan","Summer","Outerwear","Adult","Light Outer",1,4,66.21,13,2,4,0,9,-2,0.692307692307692,2,4,2,0.326027397260274,1,0.0493150684931507,0.153846153846154,0.285714285714286
"ca6a29043db59d6","MetroMaven","Winter","Sweaters","Adult","Hood Top",0,4,55.252,32,0,27,0,5,0,0.15625,13,5,2,0.841095890410959,3,0,0,0.0784313725490196
"6eb6fb62c4d643f","CanvasCraft","Winter","Sweaters","Adult","Round-Top",0,1,54,1,0,0,0,1,0,1,1,5,1,0.887671232876712,3,0,0,0
"ebe9c8625c6c773","MetroMaven","Summer","Sweaters","Adult","Round-Top",0,4,56.295,17,0,17,0,0,0,0,10,5,0,0.216438356164384,1,0,0,0.108108108108108
"c9c9da906603288","FrontlineStyles","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,50.984,15,0,12,0,3,0,0.2,9,5,2,0.227397260273973,1,0,0,0.0555555555555556
"13e7ceb793d8846","AzureWorks","Summer","Tops","Adult","Quick-Sleeve Top",0,4,44.25,6,0,1,0,5,0,0.833333333333333,2,5,2,0.427397260273973,1,0,0,0.285714285714286
"8b7efb3ca1b878c","WorldSight","Winter","Outerwear","Adult","Puff Jacket",0,5,68.036,6,1,1,0,5,-1,0.833333333333333,2,4,2,0.926027397260274,3,0.0301369863013699,0.166666666666667,0.166666666666667
"aa6f244092904ad","SkyWing","Summer","Tops","Adult","Quick-Sleeve Top",0,5,46.94,33,0,32,0,1,0,0.0303030303030303,15,5,2,0.287671232876712,1,0,0,0.0509259259259259
"b9b6112d6dc2afb","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,52.582,22,0,19,0,3,0,0.136363636363636,9,5,2,0.30958904109589,1,0.073972602739726,0,0.0650406504065041
"3ac10809189e07f","TargetStyles","Summer","Sweaters","Petite","Warm Top",0,5,49.13,33,8,0,0,33,-8,1,1,4,1,0.010958904109589,0,0.0383561643835616,0.242424242424242,0.103174603174603
"189102885fcf651","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,1,55.26,1,0,0,0,1,0,1,1,5,1,0.33972602739726,1,0,0,0
"fae0727d6a07961","SkyWing","Winter","Tops","Adult","Sporty Long-Sleeve",0,5,50.982,14,0,0,0,14,0,1,1,5,1,0.673972602739726,2,0,0,0.217391304347826
"68304226507fb8f","SkyWing","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,50.98,11,2,6,-1,5,-1,0.454545454545455,2,4,2,0.742465753424657,2,0.0520547945205479,0.181818181818182,0.148148148148148
"051a6cc5a142a6a","DocMan","Summer","Trousers","Adult","Business Bottoms",1,6,59.295,12,0,11,0,1,0,0.0833333333333333,6,5,2,0.167123287671233,1,0,0,0.0344827586206897
"b5220e2b58dede7","LunarLuxe","Winter","Tops","Adult","Sporty Long-Sleeve",0,4,55.258,19,1,15,-1,4,0,0.210526315789474,8,4,2,0.654794520547945,2,0.0465753424657534,0.0526315789473684,0.102040816326531
"f832199421cada2","BlueRiver Co.","Summer","Blazers","Petite","Formal Jacket",1,5,68.442,4,0,0,0,4,0,1,1,5,1,0.0904109589041096,0,0,0,0.243243243243243
"d41ea490af9446e","FrontlineStyles","Summer","Trousers","Adult","Island Shorts",1,7,55.26,7,0,7,0,0,0,0,5,5,0,0.312328767123288,1,0,0,0.0428571428571429
"7c5e1ee79376a90","CanvasCraft","Summer","Trousers","Adult","Blue Threads",1,1,57.45,1,0,0,0,1,0,1,1,5,1,0.175342465753425,1,0,0,0
"8f28158071914c5","CanvasCraft","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,2,53.995,1,0,0,0,1,0,1,1,5,1,0.273972602739726,1,0,0,0
"1f4e89515e2f3c8","VisionMakers","Winter","High-End Items","End Items","Puff Jacket",1,5,71.9,4,0,1,0,3,0,0.75,2,5,2,0.649315068493151,2,0.0410958904109589,0,0.214285714285714
"c01230b9557b5a9","BlueRidge","Winter","Tops","Adult","Quick-Sleeve Top",0,5,50.974,8,0,4,0,4,0,0.5,3,5,2,0.304109589041096,1,0,0,0.155172413793103
"d1eceaecf1b0773","AzureWorks","Winter","Sweaters","Adult","High-Neck",0,4,55.255,4,0,3,0,1,0,0.25,4,5,2,0.695890410958904,2,0.0547945205479452,0,0
"9f466d1ce013349","BlueRidge","Summer","Button-Ups","Adult","Relaxed Long-Sleeve",0,5,53.994,2,1,0,0,2,-1,1,1,4,1,0.0931506849315069,0,0.0246575342465753,0.5,0.136363636363636
"794396e76084d9d","MeadowMaster","Summer","Tops","Adult","Quick-Sleeve Top",0,4,50.802,4,0,2,0,2,0,0.5,3,5,2,0.252054794520548,1,0,0,0.162162162162162
"a3e686205131f4e","VisionMakers","Winter","High-End Items","End Items","Round-Top",1,4,63.578,2,0,1,0,1,0,0.5,2,5,2,0.70958904109589,2,0,0,0
"9ccc385853a0b65","UrbanAce","Winter","Tops","Adult","Sporty Short-Sleeve",0,5,55.254,4,0,2,0,2,0,0.5,3,5,2,0.452054794520548,1,0,0,0
"4b42aa7eb816cdf","PlaidCrafters","Winter","Sweaters","Adult","Round-Top",0,4,60.9,1,0,1,0,0,0,0,1,5,0,0.789041095890411,2,0,0,0
"9874fd2b085a5c1","OrchardM","Winter","Trousers","Adult","Business Bottoms",1,14,58.406,10,1,0,0,10,-1,1,1,4,1,0,0,0.0273972602739726,0.1,0.109375
"2d421cdf4b8cff1","SkyWing","Winter","Sweaters","Adult","Seafarer Top",0,1,55.26,1,0,0,0,1,0,1,1,5,1,0.810958904109589,2,0,0,0
"eaff0fe09d25c92","MetalMold","Summer","Sweaters","Adult","Round-Top",0,4,52.575,1,0,0,0,1,0,1,1,5,1,0.115068493150685,0,0,0,0.428571428571429
"4c31c8e4445998c","PineAndFern","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,50.983,2,0,1,0,1,0,0.5,2,5,2,0.205479452054795,1,0,0,0.266666666666667
"faccfb2b468e2e2","MetroMaven","Summer","Trousers","Adult","Water Shorts",0,4,50.965,2,0,2,0,0,0,0,2,5,0,0.312328767123288,1,0,0,0.121951219512195
"d94c270cf43c4b7","SkyWing","Winter","Outerwear","Adult","Puff Jacket",0,6,62.317,21,2,0,0,21,-2,1,1,4,1,0.789041095890411,2,0.0273972602739726,0.0952380952380952,0.174603174603175
"153f8f83ae7887a","LunarLuxe","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,52.576,21,0,20,0,1,0,0.0476190476190476,8,5,2,0.293150684931507,1,0,0,0.0521739130434783
"348c0685ff42f12","SnowPeak","Summer","Outerwear","Adult","Light Outer",0,4,68.405,5,0,5,0,0,0,0,1,5,0,0.298630136986301,1,0.0438356164383562,0,0
"a48e27523f1f58a","Blend&Woven","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,49.12,19,0,19,0,0,0,0,7,5,0,0.246575342465753,1,0,0,0.0564516129032258
"cb42f5618c25326","MoonWear","Summer","Trousers","Adult","Lounge Pants",1,5,57.444,1,0,0,0,1,0,1,1,5,1,0.249315068493151,1,0,0,0.222222222222222
"94f799d84b616ad","MetalMold","Summer","Tops","Adult","Quick-Sleeve Top",0,4,42.663,15,1,9,0,6,-1,0.4,8,4,2,0.350684931506849,1,0.0684931506849315,0.0666666666666667,0.255555555555556
"842529df63d912d","DocMan","Summer","Miscellaneous","Adult","Square Decor",1,1,38.59,1,0,1,0,0,0,0,1,5,0,0.383561643835616,1,0,0,0
"778d81a747b764a","BuilderStyles","Winter","Trousers","Adult","Lounge Pants",1,6,61.975,16,4,0,0,16,-4,1,1,4,1,0,0,0.0164383561643836,0.25,0.0909090909090909
"f34e876dad1093f","LookSee","Winter","Footwear","Adult","Walkers",1,7,57.94,3,0,0,0,3,0,1,1,5,1,0.0684931506849315,0,0,0,0.0985915492957746
"2df5720c2e32ca2","PineAndFern","Summer","Trousers","Adult","Water Shorts",0,4,45.683,5,0,2,0,3,0,0.6,3,5,2,0.397260273972603,1,0,0,0.1
"02eef3b7dee7f13","FlashBack","Summer","Footwear","Petite","Fancy Feet",1,7,57.444,23,1,0,0,23,-1,1,1,4,1,0.00273972602739726,0,0.0136986301369863,0.0434782608695652,0.072463768115942
"9b6c07a7de5350f","UrbanAce","Winter","Tops","Adult","Sporty Short-Sleeve",0,4,56.402,2,0,2,0,0,0,0,1,5,0,0.663013698630137,2,0,0,0
"46c4c24f089b91a","SpeedThreads","Winter","Sweaters","Adult","Waist Wrap",0,5,60.13,4,0,4,0,0,0,0,2,5,0,0.712328767123288,2,0,0,0
"91ae694dff63f3f","TulipTread","Summer","Footwear","Adult","Chill Steps",1,7,65.25,6,0,6,0,0,0,0,3,5,0,0.238356164383562,1,0,0,0.05
"7cd274f14588870","RosePath","Summer","Trousers","Adult","Blue Threads",1,7,68.404,3,0,2,0,1,0,0.333333333333333,3,5,2,0.175342465753425,1,0,0,0.181818181818182
"ddf05fd714ab53b","EchoStyles","Winter","Sweaters","Adult","Hood Top",0,4,55.138,1,0,0,0,1,0,1,1,5,1,0.791780821917808,2,0,0,0.333333333333333
"b5411428176141f","SnowPeak","Winter","Sweaters","Adult","Warm Top",0,4,57.352,3,3,1,-1,2,-2,0.666666666666667,2,3,2,0.873972602739726,3,0.0219178082191781,1,0.6
"9201d4d28834a18","FrontlineStyles","Summer","Tops","Adult","Sporty Short-Sleeve",0,5,52.586,33,2,30,0,3,-2,0.0909090909090909,12,4,2,0.402739726027397,1,0.0410958904109589,0.0606060606060606,0.0737704918032787
"2c6afc3c95906fd","AzureWorks","Winter","Tops","Adult","Sporty Short-Sleeve",0,5,52.582,17,0,17,0,0,0,0,7,5,0,0.421917808219178,1,0,0,0.115384615384615
"5a258b908a32f5b","MetalMold","Summer","Button-Ups","Adult","Relaxed Short-Sleeve",0,4,52.58,28,0,24,0,4,0,0.142857142857143,10,5,2,0.4,1,0,0,0.0895522388059701
"81643a96c0d5e01","MetroMaven","Winter","Footwear","Adult","Walkers",1,5,55.248,2,0,2,0,0,0,0,1,5,0,0.482191780821918,1,0,0,0
"421b39fc11906f2","UrbanZen","Summer","Tops","Adult","Sporty Short-Sleeve",0,4,54.39,2,0,2,0,0,0,0,2,5,0,0.265753424657534,1,0,0,0.25
"49ee3d72c68f62a","PineAndFern","Winter","Sweaters","Adult","Hood Top",0,4,51.81,11,0,9,0,2,0,0.181818181818182,4,5,2,0.695890410958904,2,0,0,0
"b927af2c612706b","MoonWear","Winter","Trousers","Adult","Lounge Pants",1,5,60.118,5,0,5,0,0,0,0,3,5,0,0.553424657534247,2,0,0,0
"ef7ec0150344fbd","PedalPrime","Winter","Footwear","Adult","Walkers",1,7,58.859,1,0,1,0,0,0,0,1,5,0,0.695890410958904,2,0,0,0
"c8bca846c0cee87","AzureWorks","Winter","Button-Ups","Adult","Relaxed Long-Sleeve",1,7,53.993,13,0,13,0,0,0,0,8,5,0,0.641095890410959,2,0,0,0.0625
"72e94a67334c3c8","FuelThreads","Winter","Trousers","Adult","Blue Threads",1,5,68.24,1,0,1,0,0,0,0,1,5,0,0.682191780821918,2,0,0,0
"dabc925468cb069","DocMan","Winter","Button-Ups","Adult","Business Long-Sleeve",1,1,52.57,1,0,0,0,1,0,1,1,5,1,0.849315068493151,3,0,0,0
"489fb6a6c9d95de","Blend&Woven","Summer","Sweaters","Adult","Waist Wrap",0,5,57.444,9,0,9,0,0,0,0,3,5,0,0.216438356164384,1,0,0,0.181818181818182
"1e5346263e6d393","SkyWing","Summer","Sweaters","Adult","Waist Wrap",0,6,58.405,11,0,8,0,3,0,0.272727272727273,7,5,2,0.134246575342466,0,0,0,0.0423728813559322
"89dc3a8926551f4","MetroMaven","Winter","Sweaters","Adult","Round-Top",0,4,56.395,4,0,2,0,2,0,0.5,2,5,2,0.923287671232877,3,0,0,0
"fd1aac5b4fa8972","CanvasCraft","Summer","Sweaters","Adult","Waist Wrap",0,4,58.405,4,0,0,0,4,0,1,1,5,1,0.186301369863014,1,0,0,0
"562a1b7fe4b7a53","RhythmWear","Summer","Sweaters","Adult","Warm Top",0,6,59.298,3,0,2,0,1,0,0.333333333333333,2,5,2,0.279452054794521,1,0,0,0.125
"fe7576dca6b0cb4","AzureStone","Winter","Trousers","Adult","Lounge Pants",1,18,56.406,6,2,0,0,6,-2,1,1,4,1,0,0,0.0356164383561644,0.333333333333333,0.0993788819875776
"a8ba8a6c0c44d4d","CanvasCraft","Summer","Tops","Adult","Quick-Sleeve Top",0,2,44.26,2,1,0,0,2,-1,1,1,4,1,0.372602739726027,1,0.0328767123287671,0.5,0.5
"2f898fd99dd2600","TulipTread","Summer","Miscellaneous","Adult","Sleek Belt",1,1,53.99,1,0,1,0,0,0,0,1,5,0,0.301369863013699,1,0,0,0
"9c46c247d921fb1","Blend&Woven","Summer","Tops","Adult","Quick-Sleeve Top",0,5,44.254,6,0,6,0,0,0,0,4,5,0,0.301369863013699,1,0,0,0.0285714285714286
"3c0c45f69badbe7","LunarLuxe","Winter","Sweaters","Adult","Warm Top",0,5,53.992,14,0,12,0,2,0,0.142857142857143,8,5,2,0.764383561643836,2,0,0,0.0487804878048781
"5163f2ac07d5d00","DarkHarbor","Winter","Sweaters","Petite","Waist Wrap",0,6,60.125,6,0,1,0,5,0,0.833333333333333,2,5,2,0.189041095890411,1,0,0,0.0235294117647059
"447ede537ce834d","RefreshStyles","Summer","Miscellaneous","Adult","Sleek Belt",1,1,50.98,7,0,7,0,0,0,0,5,5,0,0.33972602739726,1,0,0,0.0357142857142857
"06ce7a572305229","CanvasCraft","Summer","Trousers","Adult","Business Bottoms",1,1,56.4,1,1,0,0,1,-1,1,1,3,1,0.482191780821918,1,0.0328767123287671,1,0.5
"9ac65e588f05ce8","LakeStyles","Winter","Sweaters","Adult","Waist Wrap",1,5,55.262,4,2,0,0,4,-2,1,1,4,1,0.778082191780822,2,0.0246575342465753,0.5,0.5
"43c2a88d02d4fb1","TargetStyles","Summer","Trousers","Petite","Mini Pants",1,7,50.977,7,1,7,-1,0,0,0,5,4,0,0.413698630136986,1,0.0493150684931507,0.142857142857143,0.0606060606060606
"15ab82a54c9113b","Blend&Woven","Summer","Trousers","Adult","Mini Pants",1,7,53.996,3,0,3,0,0,0,0,1,5,0,0.367123287671233,1,0,0,0
"b641690472a03cc","VisionMakers","Winter","High-End Items","End Items","Top Covers",1,1,54.65,3,2,0,0,3,-2,1,1,4,1,0.693150684931507,2,0.0273972602739726,0.666666666666667,0.25
"d7a406a2e1a0509","CanvasCraft","Summer","Tops","Adult","Sporty Short-Sleeve",0,3,50.98,3,1,0,0,3,-1,1,1,4,1,0.224657534246575,1,0.0575342465753425,0.333333333333333,0.2
"66d681ed2bd1c85","SkyWing","Winter","Sweaters","Adult","Round-Top",0,5,56.402,9,0,9,0,0,0,0,4,5,0,0.715068493150685,2,0,0,0
"eb8c9a58e6c3d02","FrontlineStyles","Winter","Sweaters","Adult","High-Neck",0,1,54.01,1,0,0,0,1,0,1,2,5,1,0.928767123287671,3,0.0136986301369863,0,0
"8cbd6dce8acf42a","SoftTrend","Winter","Outerwear","Adult","Cold Shield",0,4,71.89,5,1,3,-1,2,0,0.4,4,4,2,0.731506849315068,2,0.0520547945205479,0.2,0.2
"248fe94a4c69aa8","TargetStyles","Winter","Tops","Petite","Quick-Sleeve Top",0,1,44.27,1,0,1,0,0,0,0,1,5,0,0.906849315068493,3,0,0,0
"1639a3f3599aa45","OceanSketch Elite","Winter","Button-Ups","Petite","Hip Long-Sleeve",0,4,50.978,65,6,49,-2,16,-4,0.246153846153846,14,4,2,0.726027397260274,2,0.0328767123287671,0.0923076923076923,0.075
