"pid","brand","category","price","season","subcategory","subsubcategory","numeric_size","count_size"
"926b62b41cd71e0","SkyWing","Trousers",52.582,"Summer","Adult","Mini Pants",1,9
"926df65a1e383b4","LunarLuxe","Tops",53.99,"Summer","Adult","Sporty Short-Sleeve",0,3
"9271438c94fdd7f","SkyWing","Tops",50.974,"Summer","Adult","Sporty Short-Sleeve",0,5
"9276f001bc6c645","LakeStyles","Footwear",53.998,"Summer","Adult","Walkers",1,6
"9282ded401320a1","FlashBack","Footwear",57.446,"Summer","Petite","Fancy Feet",1,5
"928787a833835d2","others","Sweaters",60.12,"Winter","Adult","Seafarer Top",0,3
"928878dfbf40490","RhythmWear","Sweaters",61.558,"Summer","Adult","Seafarer Top",0,5
"928f0ede1dc3265","others","Tops",49.122,"Summer","Petite","Sporty Short-Sleeve",0,5
"928f624551354c2","MeadowMaster","Sweaters",62.9,"Winter","Adult","Hood Top",0,4
"929e18b14fb8e27","MetalMold","Button-Ups",52.578,"Summer","Adult","Relaxed Long-Sleeve",0,4
"929fcb5b12ace41","FrontlineStyles","Button-Ups",54,"Summer","Adult","Relaxed Long-Sleeve",0,1
"92a1fe0aac45642","SoftTrend","Tops",59.298,"Summer","Adult","Sporty Short-Sleeve",0,4
"92a3a2a3767e439","EchoStyles","High-End Items",43.965,"Winter","End Items","Quick-Sleeve Top",0,4
"92a762365f62f04","FrontlineStyles","Sweaters",58.41,"Winter","Adult","Round-Top",0,1
"92af7b29ece8e90","DocMan","Miscellaneous",46.95,"Winter","Adult","Tie-Up",1,1
"92ba495e3798e98","PedalPrime","Footwear",59.294,"Summer","Adult","Walkers",1,7
"92bca382a688028","LakeStyles","Tops",48.094,"Summer","Adult","Quick-Sleeve Top",1,5
"92c28f1f7329db2","BuilderStyles","High-End Items",61.978,"Summer","End Items","Lounge Pants",1,5
"92c5eff1e766c69","AzureMeat","Sweaters",55.25,"Winter","Adult","Warm Top",0,4
"92d81feddc0a70b","CoralAndFin","Tops",59.296,"Summer","Adult","Sporty Short-Sleeve",0,5
"92dab6c041787ec","MetroMaven","Tops",53.975,"Winter","Adult","Sporty Long-Sleeve",0,4
"92dfa0552315b9a","OceanSketch Elite","Blazers",60.897,"Summer","Petite","Formal Jacket",1,7
"92e5da0a643d25b","AzureWorks","Tops",52.578,"Summer","Adult","Sporty Long-Sleeve",0,4
"92eb0bf6649c242","DocMan","Button-Ups",57.44,"Summer","Adult","Business Long-Sleeve",0,1
"92ed0cce5e4f65c","DarkHarbor","Outerwear",60.898,"Winter","Petite","Light Outer",0,6
"92f25517f6ef411","UrbanAce","Sweaters",58.402,"Winter","Adult","Warm Top",0,4
"92f74d7b37618c5","AzureMeat","Sweaters",57.445,"Winter","Adult","Round-Top",0,4
"92f7b3a2675e300","RhythmWear","Outerwear",71.75,"Summer","Adult","Light Outer",0,3
"92f8b4fb4e1f511","SkyWing","Button-Ups",50.976,"Winter","Adult","Relaxed Long-Sleeve",0,5
"92f9463cfa06c0f","ChillCube","Tops",53.987,"Summer","Adult","Sporty Short-Sleeve",0,4
"9306635426c82a2","CanvasCraft","Tops",52.575,"Summer","Adult","Sporty Short-Sleeve",0,2
"930d772e95beb1b","OrchardM","Trousers",55.258,"Summer","Adult","Business Bottoms",1,8
"9312be710c87314","CanvasCraft","Button-Ups",52.578,"Summer","Adult","Relaxed Short-Sleeve",0,5
"9312fbfcb1ba05d","GateStyles","Trousers",57.446,"Winter","Adult","Lounge Pants",1,9
"931450d3da6516c","WillowWalk","Miscellaneous",52.59,"Summer","Adult","Sleek Belt",1,1
"93165248bc4c8bf","LakeStyles","Tops",54.645,"Summer","Adult","Sporty Short-Sleeve",1,6
"93175ccdd6ae2f4","SnowPeak","Trousers",53.862,"Summer","Adult","Mini Pants",0,4
"93197cf35f55c86","CanvasCraft","Tops",50.082,"Summer","Adult","Sporty Short-Sleeve",0,5
"931e7f8be46073d","SkyWing","Button-Ups",52.59,"Winter","Adult","Relaxed Long-Sleeve",0,2
"932481c445c978e","CanvasCraft","Sweaters",54,"Summer","Adult","Plunge Top",0,1
"932ecdd8b38f995","FlashBack","Trousers",55.258,"Winter","Petite","Mixable Bottoms",1,6
"93307aa5b16de78","BlueRidge","Trousers",71.9,"Winter","Adult","Blue Threads",1,5
"933272623454b04","RosePath","Trousers",69.589,"Winter","Adult","Utility Pants",1,7
"93344330bcd1ee7","MetalMold","Sweaters",57.45,"Winter","Adult","High-Neck",0,4
"933c1b76609c087","SkyWing","Tops",53.996,"Winter","Adult","Sporty Long-Sleeve",0,5
"933c56f43cb3bd6","AzureWorks","Button-Ups",53.992,"Summer","Adult","Relaxed Long-Sleeve",1,6
"934849a6e5eb98d","ChillCube","Tops",52.576,"Winter","Adult","Sporty Short-Sleeve",0,5
"93512738486315a","MetalMold","Outerwear",70.298,"Summer","Adult","Light Outer",0,4
"9355c23c65530c1","OceanSketch Elite","Button-Ups",50.976,"Winter","Petite","Hip Long-Sleeve",0,5
"935944f3e4cfbae","OliveSlate","Button-Ups",58.402,"Winter","Adult","Double Layer",0,5
"9359a9d8b10c089","SkyWing","Tops",53.992,"Summer","Adult","Sporty Short-Sleeve",0,5
"935b684965509d1","GateStyles","Trousers",57.443,"Winter","Adult","Lounge Pants",1,6
"9366b140363782e","AzureMeat","Tops",46.94,"Summer","Adult","Quick-Sleeve Top",0,4
"936e47194c14837","BlueRidge","Button-Ups",57.447,"Winter","Adult","Relaxed Long-Sleeve",0,3
"937844a51851ae5","DocMan","Miscellaneous",40.81,"Summer","Adult","Tie-Up",1,1
"937dfe4533ea862","CoralAndFin","Sweaters",65.765,"Winter","Adult","Hood Top",0,4
"9381d53cf732440","VisionMakers","Tops",52.438,"Summer","Adult","Quick-Sleeve Top",0,4
"93879420d868e95","CloudNine","Footwear",63.577,"Summer","Adult","High-Cuts",1,6
"93942eea095a719","MoonWear","Sweaters",58.41,"Summer","Adult","Hood Top",0,4
"93ad9491d0ba981","MoonWear","Trousers",55.254,"Summer","Adult","Mini Pants",1,5
"93b9f0fa7ce3461","CanvasCraft","Sweaters",56.402,"Winter","Adult","Plunge Top",0,5
"93bc09c69c2e378","SoftTrend","Tops",53.983,"Summer","Adult","Sporty Short-Sleeve",0,4
"93bd520d3dbb894","MetalMold","Tops",52.582,"Summer","Adult","Sporty Short-Sleeve",0,5
"93c2d40576be631","OldVine Styles","Button-Ups",50.97,"Summer","Petite","Relaxed Long-Sleeve",0,6
"93c70b824e9183f","PineAndFern","Sweaters",51.815,"Winter","Adult","Round-Top",0,4
"93c88b53259345f","VisionMakers","High-End Items",63.576,"Winter","End Items","Round-Top",1,5
"93d32790a472ec8","BlueRidge","Trousers",65.256,"Summer","Adult","Blue Threads",1,14
"93d4f64651288e9","ZenithMan","Formal Attire",76.74,"Summer","Adult","Formal Set",1,8
"93d65c7e6bf1a45","others","Button-Ups",68.44,"Winter","Adult","Double Layer",1,4
"93dbc972b00b80c","FrontlineStyles","Outerwear",64.722,"Summer","Adult","Light Outer",0,4
"93dd5cf4542ea82","RhythmWear","Tops",50.982,"Summer","Adult","Quick-Sleeve Top",0,5
"93e6a8c7516cadb","ZenithMan","Sweaters",57.448,"Winter","Adult","Plunge Top",0,5
"93f1eece06b22f5","VisionMakers","Miscellaneous",57.45,"Winter","Adult","Top Covers",1,1
"93f3610ba5f956d","LunarLuxe","Tops",49.138,"Summer","Adult","Quick-Sleeve Top",0,4
"93f76f630b19a55","RefreshStyles","Footwear",60.124,"Summer","Adult","Chill Steps",1,5
"93fac56ac9e3272","others","Button-Ups",58.407,"Summer","Petite","Double Layer",0,6
"94053338e27e849","ZenithMan","Sweaters",68.4,"Winter","Adult","Waist Wrap",0,4
"9407d0f2423f27d","ZenithMan","Tops",52.583,"Summer","Adult","Sporty Short-Sleeve",0,3
"94081f2a4befdc2","AzureWorks","Sweaters",52.578,"Winter","Adult","Round-Top",0,4
"940e3db6177b930","SnowPeak","Outerwear",68.038,"Summer","Adult","Light Outer",0,5
"94154e72e93b53f","LakeStyles","Footwear",57.45,"Summer","Adult","Walkers",1,6
"941d16a9df5a9de","DarkHarbor","Sweaters",57.445,"Winter","Petite","Round-Top",0,6
"941d3c901acac35","SkyWing","Button-Ups",52.584,"Summer","Adult","Double Layer",0,5
"941db6d71c1d195","SkyWing","Outerwear",82.89,"Winter","Adult","",0,1
"942b2a214a2a6c8","KickStar","Tops",46.93,"Winter","Adult","Quick-Sleeve Top",0,4
"942d7706d24d85f","SkyWing","Button-Ups",50.984,"Summer","Adult","Relaxed Long-Sleeve",0,5
"9433727a3965f7a","CanvasCraft","Sweaters",59.29,"Winter","Adult","Waist Wrap",0,1
"9436d0f9918df68","MetalMold","Miscellaneous",44.255,"Summer","Adult","Waist Hold",1,2
"9438979fd6aee9c","SkyWing","Footwear",60.902,"Winter","Adult","High-Cuts",1,6
"943ae9e50d04e44","MetalMold","Tops",45.665,"Summer","Adult","Quick-Sleeve Top",0,4
"943c13a0caca970","CanvasCraft","Sweaters",59.295,"Winter","Adult","High-Neck",0,4
"9440a2357aed3fe","SkyWing","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"944d91ae0806252","Blend&Woven","Sweaters",55.255,"Winter","Adult","Round-Top",0,4
"9450026ff4328d0","GeoStyles","Footwear",62.962,"Winter","Adult","Walkers",1,5
"9451b94318d7540","OceanSketch Elite","Blazers",60.898,"Winter","Petite","Formal Jacket",1,6
"945aa3dd4015dd2","RavenRock","Footwear",61.627,"Summer","Adult","Walkers",1,6
"945cdc91796c0a4","PineAndFern","Footwear",40.786,"Summer","Adult","Easy Footwear",1,5
"945d693bf124ad7","OldVine Styles","Button-Ups",50.99,"Summer","Petite","Relaxed Long-Sleeve",0,1
"945fba48bfbc29f","SnowPeak","Outerwear",67.18,"Summer","Adult","Core Warmer",0,4
"946353879fde2d1","FlashBack","Footwear",56.401,"Summer","Petite","Fancy Feet",1,7
"9464b636af1d9dc","SpeedThreads","Button-Ups",52.582,"Summer","Adult","Relaxed Short-Sleeve",0,5
"946d2d13d0a46b5","PineAndFern","Tops",40.78,"Summer","Adult","Quick-Sleeve Top",0,4
"947822faa61defb","FrontlineStyles","Button-Ups",58.41,"Winter","Adult","Relaxed Long-Sleeve",0,1
"948c047c5889a3c","DocMan","Button-Ups",53.994,"Winter","Adult","Business Long-Sleeve",1,8
"948f84ca5d40689","Blend&Woven","Button-Ups",57.443,"Winter","Adult","Double Layer",0,3
"9491797e906f7f6","Blend&Woven","Sweaters",57.442,"Winter","Adult","Hood Top",0,4
"9499bfdaaf65d53","CanvasCraft","Sweaters",57.444,"Winter","Adult","Round-Top",0,5
"949f3a60ad55563","MetroMaven","Sweaters",57.433,"Summer","Adult","Warm Top",0,3
"94a41ed3da5bda3","SoftTrend","Tops",53.99,"Summer","Adult","Sporty Short-Sleeve",0,4
"94b4e66c2f8e122","HatMasters","Miscellaneous",48.933,"Summer","Adult","Top Covers",0,3
"94b5bd7bfa61c0a","CanvasCraft","Tops",55.26,"Summer","Adult","Sporty Short-Sleeve",0,5
"94b699bb035fdd2","OrchardM","Trousers",58.409,"Winter","Adult","Business Bottoms",1,10
"94c62e29391eb62","SkyGuard","Sweaters",55.263,"Winter","Adult","Hood Top",0,4
"94cd5764b793e07","SnowPeak","Sweaters",62.96,"Winter","Adult","Seafarer Top",0,4
"94cfabb21c5868e","OldVine Styles","Trousers",49.119,"Summer","Petite","Mini Pants",1,7
"94d4eab9aded0f6","BlueRiver Co.","Blazers",62.31,"Winter","Petite","Sleeveless",1,5
"94e7fcb3c5e7772","VisionMakers","High-End Items",65.764,"Winter","End Items","Round-Top",1,5
"94ebbd753e0bc13","MetalMold","Miscellaneous",44.27,"Winter","Adult","Neck Wrap",1,1
"94f222328374065","UrbanAce","Tops",50.965,"Summer","Adult","Quick-Sleeve Top",0,4
"94f2f860c457aef","PeakStyles","Button-Ups",50.974,"Winter","Adult","Business Long-Sleeve",1,8
"94f799d84b616ad","MetalMold","Tops",42.663,"Summer","Adult","Quick-Sleeve Top",0,4
"94f8dc86ac90914","BlueRiver Co.","Blazers",73.31,"Summer","Petite","Formal Jacket",1,6
"9501b1a6f778fea","VisionMakers","Tops",55.252,"Winter","Adult","Quick-Sleeve Top",0,4
"9508458c912d3f3","SpeedThreads","Sweaters",57.45,"Winter","Adult","Waist Wrap",0,5
"9509b5bd47a1675","OliveSlate","Outerwear",60.125,"Summer","Adult","Light Outer",0,4
"950b7c4bff3ed40","MeadowMaster","Tops",51.812,"Winter","Adult","Quick-Sleeve Top",0,4
"950fbe7b265270a","LunarLuxe","Tops",46.94,"Summer","Adult","Quick-Sleeve Top",0,5
"9512615663bd487","SkyWing","Tops",46.934,"Summer","Adult","Quick-Sleeve Top",0,5
"9518be2d788263b","TulipTread","Footwear",65.254,"Winter","Adult","Walkers",1,8
"951a3c982fa27d6","Blend&Woven","Sweaters",57.445,"Winter","Adult","Round-Top",0,4
"951c86e80a80b15","MeadowMaster","Tops",48.933,"Summer","Adult","Quick-Sleeve Top",0,3
"952855e598c9edb","DocMan","Button-Ups",55.26,"Summer","Adult","Business Long-Sleeve",1,2
"95323ec2f2ef71a","SnowPeak","Outerwear",73.57,"Winter","Adult","Puff Jacket",0,5
"953b6b3bdf9c542","CanvasCraft","Tops",50.086,"Summer","Adult","Sporty Short-Sleeve",0,5
"953f5197c9b22ff","Blend&Woven","Sweaters",55.254,"Summer","Adult","Hood Top",0,5
"9549f1f46f03bc9","CanvasCraft","Outerwear",63.577,"Summer","Adult","Light Outer",1,6
"9553cdeddca6c86","RhythmWear","Sweaters",61.272,"Winter","Adult","Hood Top",0,5
"955ad0bd1d34343","AzureMeat","Sweaters",60.12,"Winter","Adult","Seafarer Top",0,4
"955d98e854f1a7a","CanvasCraft","Button-Ups",52.58,"Summer","Adult","Relaxed Short-Sleeve",0,1
"955fbcb725bafdb","ChillCube","Tops",52.578,"Winter","Adult","Sporty Short-Sleeve",0,5
"9562875ba1d2cf6","CanvasCraft","Sweaters",55.254,"Winter","Adult","Plunge Top",0,5
"9564ae02207295c","Blend&Woven","Sweaters",53.99,"Winter","Adult","Warm Top",0,5
"9572c450b6c95ff","LunarLuxe","Tops",50.975,"Winter","Adult","Extended-Sleeve Top",0,4
"9576902abcf958a","MeadowMaster","Button-Ups",59.215,"Summer","Adult","Relaxed Long-Sleeve",0,4
"957dfb0beb00a49","SkyWing","Sweaters",57.446,"Winter","Adult","Round-Top",0,5
"9581d5d66fbb203","MoonWear","Trousers",60.123,"Winter","Adult","Lounge Pants",1,6
"9590073075bcf85","MetroMaven","Sweaters",58.4,"Winter","Adult","Warm Top",0,4
"9590ba070c78b06","RosePath","Trousers",68.443,"Winter","Adult","Blue Threads",1,7
"9590d2ee463d71b","MetroMaven","Footwear",60.894,"Winter","Adult","High-Cuts",1,5
"959b9f5d34ed6ff","PedalPrime","Footwear",59.723,"Winter","Adult","Walkers",1,7
"959c62593575ac0","FrontlineStyles","Button-Ups",58.408,"Winter","Adult","Double Layer",0,5
"95a85870070ed0a","PlaidCrafters","Tops",55.267,"Summer","Adult","Sporty Short-Sleeve",0,4
"95aa8695ae4e944","DocMan","Button-Ups",52.59,"Winter","Adult","Business Long-Sleeve",1,1
"95ae3715e21a2d3","MysticLoaf","Footwear",73.31,"Summer","Adult","Chill Steps",1,5
"95af9e2b6ba3eed","CanvasCraft","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"95b046e2f352151","CanvasCraft","Button-Ups",52.58,"Summer","Adult","Relaxed Short-Sleeve",0,4
"95b31899fee6ec0","SkyWing","Button-Ups",50.976,"Winter","Adult","Relaxed Long-Sleeve",0,5
"95b4c49f2785548","BlueRidge","Trousers",61.629,"Winter","Adult","Blue Threads",1,13
"95b99741f1b92ea","RefreshStyles","Footwear",60.898,"Summer","Adult","Walkers",1,5
"95bff5714bc4db8","DarkHarbor","Sweaters",52.58,"Winter","Petite","Warm Top",0,6
"95d282b8c0111a0","ZenithMan","Sweaters",69.552,"Winter","Adult","Waist Wrap",0,4
"95d91e39daf1a98","Blend&Woven","Trousers",53.989,"Summer","Adult","Mini Pants",1,7
"95d9bb67439a8e3","ZenithMan","Sweaters",57.45,"Summer","Adult","Round-Top",0,1
"95deb6431589fff","IvyCraft","Button-Ups",61.627,"Winter","Adult","Business Long-Sleeve",1,6
"95e9e85906312c4","SnowPeak","Miscellaneous",49.11,"Winter","Adult","Top Covers",0,2
"95eec366270e83c","CloudNine","Footwear",61.626,"Winter","Adult","Walkers",1,7
"95ef64ed2c770d6","MoonWear","Trousers",59.295,"Winter","Adult","Lounge Pants",1,6
"95f4e30b2060239","SkyWing","Trousers",52.58,"Summer","Adult","Island Shorts",1,6
"95f8745802cfeb4","MoonWear","Trousers",59.292,"Summer","Adult","Mixable Bottoms",1,5
"95f9e8d38958108","ChillCube","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,5
"95fef958a8c6769","BlueRidge","Tops",49.122,"Winter","Adult","Quick-Sleeve Top",0,5
"96032554c927cfc","OceanSketch Elite","Button-Ups",50.972,"Winter","Petite","Hip Long-Sleeve",0,5
"9603ad798532468","KickStar","Footwear",56.396,"Winter","Adult","Walkers",1,7
"960667be178996a","CanvasCraft","Outerwear",66.254,"Winter","Adult","Puff Jacket",0,5
"9606786ed446b46","SkyWing","Sweaters",55.266,"Summer","Adult","Waist Wrap",0,5
"9615619ffed612a","RefreshStyles","Miscellaneous",50.97,"Winter","Adult","Sleek Belt",1,1
"961c43816f9fc46","SoftTrend","Tops",60.12,"Summer","Adult","Sporty Short-Sleeve",0,4
"9620c119166831d","SilkLeaf","Formal Attire",85.57,"Summer","Adult","Formal Set",1,5
"962823dbd332806","SkyGuard","Outerwear",67.18,"Winter","Adult","Cold Shield",0,3
"962a51f25b6c7aa","CanvasCraft","Tops",50.08,"Summer","Adult","Sporty Short-Sleeve",0,5
"962bd1ce22ce085","MeadowMaster","Sweaters",60.048,"Winter","Adult","Round-Top",0,4
"962beee08546939","Blend&Woven","Sweaters",53.992,"Summer","Adult","Warm Top",0,5
"962d67a9812bf54","KickStar","Trousers",52.572,"Winter","Adult","Lounge Bottoms",0,4
"963ad5c26dcf579","CanvasCraft","Blazers",63.577,"Winter","Adult","Formal Jacket",0,6
"963ec97a944052a","HatMasters","Miscellaneous",50.965,"Winter","Adult","Hand Covers",0,2
"9642382977afabc","KickStar","Footwear",56.403,"Winter","Adult","Walkers",1,7
"96432c7546a36fc","BuilderStyles","Trousers",61.625,"Summer","Adult","Lounge Pants",1,6
"96497ba2c2946f6","others","Outerwear",67.18,"Summer","Adult","Puff Jacket",1,6
"964bf80827e7292","BlueRiver Co.","Tops",55.253,"Summer","Petite","Sporty Long-Sleeve",1,7
"9650fa7c2dc88f5","CanvasCraft","Miscellaneous",49.12,"Winter","Adult","Neck Wrap",1,1
"9654587515a9c01","MoonWear","Tops",55.26,"Summer","Adult","Sporty Short-Sleeve",0,4
"96555b8239b66ac","VisionMakers","Tops",55.25,"Summer","Adult","Sporty Short-Sleeve",0,4
"9655f23631cf49e","CoralAndFin","Sweaters",64.72,"Summer","Adult","Warm Top",0,3
"9669d18268b262f","MetroMaven","Sweaters",57.438,"Summer","Adult","Hood Top",0,4
"966d8ecb35d15b1","SkyWing","Sweaters",55.262,"Winter","Adult","Seafarer Top",0,6
"967487e8b8a7f4e","CanvasCraft","Trousers",52.567,"Summer","Adult","Mini Pants",1,3
"9676ca111403f01","SkyWing","Trousers",52.583,"Summer","Adult","Mini Pants",1,8
"967bd7b922a36f7","OliveSlate","Button-Ups",55.257,"Winter","Adult","Relaxed Long-Sleeve",1,7
"968439ed1c5b6e6","OceanSketch Elite","Button-Ups",50.97,"Winter","Petite","Hip Long-Sleeve",0,5
"968587c26ea72c5","DocMan","Miscellaneous",40.83,"Summer","Adult","Tie-Up",1,1
"968715d05f75e37","SkyWing","Sweaters",58.41,"Summer","Adult","Waist Wrap",0,4
"968a043a9b07604","MysticLoaf","Footwear",73.31,"Summer","Adult","Easy Shoes",1,6
"968ba9e782714f5","CanvasCraft","Tops",55.252,"Summer","Adult","Sporty Short-Sleeve",0,5
"969eb6d01f5db05","Blend&Woven","Tops",44.258,"Summer","Adult","Quick-Sleeve Top",0,5
"96a29c382e4ae83","FrontlineStyles","Button-Ups",65.77,"Winter","Adult","Double Layer",1,1
"96a61044042cd73","DarkHarbor","Footwear",55.255,"Summer","Petite","Walkers",1,6
"96a6e90ce4abbcd","EchoStyles","Trousers",61.56,"Summer","Adult","Blue Threads",1,14
"96a85a7da2624d5","DocMan","Miscellaneous",49.13,"Summer","Adult","Tie-Up",1,1
"96ab0dd1013eb2b","OliveSlate","Sweaters",55.252,"Summer","Adult","Hood Top",0,4
"96ac7b4c2713e56","MeadowMaster","Tops",58.32,"Summer","Adult","Sporty Short-Sleeve",0,4
"96ad7f4d6e9e560","BigStone","Sweaters",66.255,"Winter","Adult","High-Neck",1,4
"96b0d7250846482","LakeStyles","Miscellaneous",46.93,"Summer","Adult","Top Covers",1,1
"96b0e382e64d3cc","MetalMold","Button-Ups",52.585,"Winter","Adult","Relaxed Long-Sleeve",0,2
"96b1ddc403f8245","OldVine Styles","Button-Ups",50.967,"Summer","Petite","Relaxed Long-Sleeve",0,6
"96c09ff78878dee","SkyWing","Tops",45.684,"Summer","Adult","Quick-Sleeve Top",0,5
"96c0f7ae2095e5b","FlashBack","Outerwear",62.965,"Winter","Petite","Extended Cover",1,6
"96c27b1b02aa701","FrontlineStyles","Button-Ups",53.99,"Winter","Adult","Relaxed Long-Sleeve",0,2
"96c93b2f9a1968d","SkyWing","Miscellaneous",42.655,"Summer","Adult","Briefs",0,4
"96cc18cfb6439e6","PineAndFern","Sweaters",50.975,"Summer","Adult","Warm Top",0,4
"96d057ac8782dde","BlueRiver Co.","Trousers",61.623,"Summer","Petite","Business Bottoms",1,6
"96d715567f4a530","PuzzleWear","Button-Ups",59.723,"Summer","Adult","Business Long-Sleeve",1,6
"96eab1fe209addd","WineThread","Outerwear",63.58,"Summer","Adult","Light Outer",0,5
"96ec6a5d5636568","SoftTrend","Trousers",59.297,"Summer","Adult","Mini Pants",0,3
"96f3de9c28ffffb","MeadowMaster","Trousers",51.812,"Summer","Adult","Water Shorts",0,4
"96f410b15237ff5","others","Tops",50.97,"Summer","Adult","Sporty Short-Sleeve",0,4
"96f9d7f7e77e8ba","SpeedThreads","Button-Ups",53.992,"Winter","Adult","Relaxed Long-Sleeve",0,5
"96fe048f32beed5","BlueRidge","Miscellaneous",40.82,"Winter","Adult","Top Covers",1,1
"9703cd10fee358d","PineAndFern","Outerwear",60.9,"Winter","Adult","Puff Jacket",0,4
"9706057a3e04838","BlueRidge","Tops",50.972,"Winter","Adult","Sporty Short-Sleeve",0,6
"971439d21cfa3be","SkyWing","Tops",46.93,"Summer","Adult","Quick-Sleeve Top",0,3
"971d77f081c61e8","BlueRiver Co.","Formal Attire",76.76,"Winter","Petite","Formal Set",1,6
"971e92fae006135","CloudNine","Footwear",62.316,"Summer","Adult","Walkers",1,7
"9727c9647adddc6","Blend&Woven","Tops",46.922,"Summer","Adult","Quick-Sleeve Top",0,5
"972e7ed6e9a9bd4","IslandLife","Trousers",40.808,"Summer","Adult","Water Shorts",0,5
"972e7edb6922db7","LunarLuxe","Button-Ups",56.4,"Winter","Adult","Relaxed Long-Sleeve",0,4
"973b7afd76e2abc","SpeedThreads","Button-Ups",52.587,"Summer","Adult","Relaxed Short-Sleeve",0,4
"97400ca5eede03a","SkyWing","Outerwear",61.63,"Winter","Adult","Light Outer",0,5
"9747d17f2cd672e","VisionMakers","Tops",51.807,"Summer","Adult","Quick-Sleeve Top",0,3
"974f1071c6f896b","MoonWear","Tops",58.41,"Summer","Adult","Sporty Short-Sleeve",0,4
"9757fa01ca6f98d","BlueRidge","Trousers",62.964,"Winter","Adult","Blue Threads",1,13
"9766214af706bd3","DocMan","Miscellaneous",49.115,"Winter","Adult","Top Covers",1,2
"976c7c6581bf8cc","SkyWing","Tops",46.946,"Summer","Adult","Quick-Sleeve Top",0,5
"976f7ab88d310cf","OceanSketch Elite","Tops",49.124,"Summer","Petite","Sporty Short-Sleeve",0,5
"97746f466731e7b","TurboTrend","Footwear",52.58,"Summer","Adult","Easy Shoes",1,6
"977571448625940","PineAndFern","Sweaters",50.983,"Winter","Adult","Warm Top",0,4
"977be116eab1afc","MetalMold","Tops",52.582,"Summer","Adult","Sporty Short-Sleeve",0,4
"97804da4f838329","SkyWing","Tops",44.252,"Winter","Adult","Quick-Sleeve Top",0,5
"978abd53660818b","PlaidCrafters","Tops",52.584,"Summer","Adult","Sporty Short-Sleeve",0,5
"978b6ebd7dace02","CanvasCraft","Button-Ups",53.998,"Summer","Adult","Relaxed Long-Sleeve",0,5
"978ccc1d5252c67","PineAndFern","Sweaters",51.807,"Winter","Adult","Warm Top",0,4
"9793de17070193d","OliveSlate","Sweaters",57.446,"Summer","Adult","Waist Wrap",0,5
"97998968f3d4440","RhythmWear","Tops",53.313,"Summer","Adult","Sporty Short-Sleeve",0,6
"979fe6bdee6b1ee","SkyWing","Footwear",46.933,"Summer","Adult","Easy Footwear",1,6
"97a30874aa85124","AzureMeat","Tops",46.922,"Summer","Adult","Quick-Sleeve Top",0,4
"97b82bb45f75837","DocMan","Miscellaneous",49.12,"Winter","Adult","Top Covers",1,2
"97b9af2606cc96a","SkyWing","Sweaters",57.452,"Winter","Adult","Round-Top",0,5
"97bce29c61b5473","LunarLuxe","Outerwear",66.21,"Winter","Adult","Puff Jacket",1,4
"97c00ace5e59b87","OliveSlate","Sweaters",61.626,"Winter","Adult","Waist Wrap",0,5
"97cb5a21d24700f","SilkLeaf","Tops",62.315,"Summer","Adult","Sporty Short-Sleeve",1,4
"97cecb811a5e446","others","Tops",45.688,"Winter","Adult","Quick-Sleeve Top",0,4
"97d20be4adaacfa","SkyWing","Tops",50.972,"Summer","Adult","Sporty Short-Sleeve",0,4
"97d2c2597de875f","LakeStyles","Sweaters",53.995,"Winter","Adult","Warm Top",1,4
"97d30631e0fab3c","OceanSketch Elite","Button-Ups",50.972,"Winter","Petite","Hip Long-Sleeve",0,4
"97d46dc13d6ec9a","CoralAndFin","Tops",63.578,"Summer","Adult","Sporty Short-Sleeve",0,4
"97d78fe5b50371e","LakeStyles","Tops",53.313,"Summer","Adult","Sporty Short-Sleeve",1,3
"97de6a8f69eac27","LunarLuxe","Sweaters",55.255,"Winter","Adult","Hood Top",0,4
"97dff6e708271b5","CanvasCraft","Sweaters",55.25,"Summer","Adult","Round-Top",0,1
"97dff812202676a","MoonWear","Blazers",67.18,"Summer","Adult","Mixable Jacket",1,5
"97e0d4fba6b8a3d","MetroMaven","Sweaters",60.12,"Summer","Adult","Hood Top",0,3
"97e20efffcd669a","MoonWear","Trousers",60.122,"Winter","Adult","Mixable Bottoms",1,6
"97e4318de0fe837","ChillCube","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"97ea3172c66f345","SkyWing","Miscellaneous",32.47,"Winter","Adult","Foot Covers",1,1
"97eb15bf926ed68","MeadowMaster","Trousers",51.822,"Summer","Adult","Water Shorts",0,4
"97ebabe68ac2f18","WillowWalk","Miscellaneous",52.6,"Winter","Adult","Sleek Belt",1,1
"97f6c5b8bd9bb18","TimelessMan","Blazers",74.452,"Summer","Adult","Formal Jacket",1,5
"97f7789e5cd5089","ChillCube","Tops",56.397,"Winter","Adult","Sporty Long-Sleeve",0,3
"97fb2960e300f76","OceanSketch Elite","Button-Ups",50.965,"Summer","Petite","Hip Long-Sleeve",0,4
"97fd022d47a10ce","OliveSlate","Tops",49.112,"Summer","Adult","Sporty Short-Sleeve",0,5
"97fd38a33e5f91a","SkyWing","Tops",53.99,"Summer","Adult","Sporty Long-Sleeve",0,5
